Aktuell_vermietet,Badewanne,Balkon,Barrierefrei,Baujahr,Dachboden,Denkmalobjekt,Dusche,Einbaukueche,Einliegerwohnung,Preis__in__EUR,Gaeste_WC,Garage_Stellplatz,Garten__mitnutzung,Grundstuecksflaeche__m2,Haustiere_erlaubt,Haustyp,Heizkosten__in__EUR,Heizungsart,Keller,Moebliert_Teilmoebliert,Provision__in__EUR,Terrasse,Verfuegbar_ab_Jahr,Verfuegbar_ab_Monat,Verkaeufer,Wohnflaeche__m2,Zimmer,adid,kw,plz,posterid
,"true",,,"1974",,,"true",,,"980000",,"true","true","2030",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","12","649020611","Alles_moeglich:_Grosses_Einfamilienhaus__Wohnen_&...","51069","30033072"
,,,,"1992",,,,,,"334000",,"true","true","576",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","5","624871920","Exklusives_Wohnen_in_laendlicher_Umgebung!","59846","39187196"
"true",,,,"1910",,,,,,"339000",,,,"639",,"mehrfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","11","709200386","Kapitalanleger_aufgepasst!_Zwei_Haeuser_ein_Preis!","41334","42114451"
,"true","true",,"1952",,,"true","true",,"395000",,"true","true","874",,"andere",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","11","655993285","Viele_Moeglichkeiten_fuer_Eigennutzer_und_Vermieter","33824","33561363"
,,,,"2017",,,,,,"477678","true",,,"532",,"einfamilienhaus",,,,,"nein",,,,"gewerblich","140","4","724846458","***_Schickes_Einfamilienhaus_in_Meerbusch_Struemp_***","40670","42594491"
,"true","true",,"1991",,,"true","true",,"345000","true","true","true","619",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2018",,"privat","140","4","749156988","Einfamilienhaus_von_Privat","94369","20181364"
,"true",,,"1910","true",,"true",,,"99900","true","true","true","410",,"einfamilienhaus",,"zentralheizung",,"true","nein",,"2017","11","privat","140","6","756246679","Haus_in_92665_Altenstadt___Bayern___in_1A_Geschaeftslage","92665","49297978"
,,,,"1962","true",,"true","true",,"475000","true","true","true","788",,"einfamilienhaus",,"zentralheizung","true",,"ja","true","2018","7","gewerblich","160","5","753010723","Schmuckkaestchen_in_Toplage_/_Kroetenbruck","95032","46659246"
,"true","true",,,"true",,,,"true","85000","true","true","true","870",,"einfamilienhaus",,"elektroheizung",,,"nein",,"2017","10","privat","100","4","741511222","Einfamilienaus_im_Frankenwald_mit_Garten_und_Carport","95028","6280448"
,"true","true",,"1995",,,"true","true","true","885000","true","true","true","872",,"andere",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","8","690770399","Zwischen_Tradition_und_Moderne","87534","37765950"
,"true",,,"1930","true",,"true",,,"300000","true","true",,"1000",,"einfamilienhaus",,"gasheizung","true",,"nein",,"2017","11","privat","100","3","722657650","Tausch_Einfamilienhaus_von_Berlin_nach_Dresden","01099","50344320"
"true","true","true",,"1905","true",,"true","true","true","595000","true","true","true","9900",,"villa",,"gasheizung","true","true","ja","true","2017","10","gewerblich","160","26","733389180","Villa_mit_Park_am_schoenen_Olbersdorfer_See","02785","6441998"
,"true",,,"1780",,,"true",,,"25000",,"true","true","1354",,"einfamilienhaus",,"etagenheizung",,,"nein",,,,"gewerblich","100","4","738307321","Wohnen_in_ruhiger_doerflicher_Lage!","01920","16512265"
"true","true",,,"1900","true",,"true",,,"95000",,"true","true","1800",,"bauernhaus",,"oelheizung","true",,"ja",,"2017","9","gewerblich","160","7","724760237","Grosser_Vierseiten_Hof_in_04509_Lindenhayn_an_der_B2","04509","37762866"
,"true",,,"2005",,,"true","true",,"329000","true","true","true","469",,"einfamilienhaus",,"fussbodenheizung","true",,"ja","true",,,"gewerblich","120","5","660643109","Komfortables_Einfamilienhaus__Garten_Garage__gehobene_Ausstattung","47574","47476497"
,,"true",,"1973",,,,,,"535000",,"true","true","838.00",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6.0","750991931","Ruhiges_Wohnen_in_gruener_Lage!","42551","36731110"
,,"true",,,,,,,,"599000",,"true","true","1600.00",,"einfamilienhaus",,"andere","true",,"ja","true",,,"gewerblich","160","7.0","747331072","EXKLUSIVER_WOHNTRAUM_MIT_XXL_GARTEN","47443","47649092"
,"true",,,"1903",,,"true",,"true","549000","true",,"true","500",,"mehrfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","15","699891678","Gelegenheit_fuer_Immobilienfuechse!_Kapitalanleger...","41462","42371951"
,"true",,,"1930",,,"true","true",,"244000",,"true","true","400",,"mehrfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","7","594599249","Schoenes_2_Familienhaus_nach_WEG","44329","39132279"
,"true","true",,"1967","true",,,"true","true","225000","true","true","true","615",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2017","10","privat","160","6","705566459","Einfamilienhaus_in_Vornbach_am_Inn_bei_Passau","94152","33650562"
,"true","true",,"1956","true",,"true","true",,"275000","true","true","true","351",,"einfamilienhaus",,"oelheizung","true","true","nein",,"2018","8","privat","140","5","735228644","Renoviertes_Einfamilienhaus_Gunzenhausen_Suedstadt","91710","36776229"
,"true","true",,"1990","true",,"true","true",,"970","true","true","true",,,"einfamilienhaus",,"zentralheizung","true",,,"true","2017","11","privat","160","5","741943098","Haus_zu_Vermieten","93195","31489186"
,,"true",,"1998",,,"true",,"true","548000","true","true",,"535",,"andere",,"fussbodenheizung","true",,"ja","true",,,"gewerblich","160","7","649964622","Exklusives_Architektenhaus!","92263","50991621"
"true","true",,,"1920","true",,"true",,,"199000",,"true","true","13200",,"mehrfamilienhaus",,"etagenheizung","true",,"nein",,"2018","2","privat","160","9","656182777","Helles_Zweifamilienhaus_/_Villa_im_Gruenen___Grundstueck_13.200_qm","08539","14243839"
"true",,,,"1914","true",,,,,"150000",,,,"1070",,"mehrfamilienhaus",,"oelheizung","true",,"ja",,"2017","1","gewerblich","160","16","573649373","DIE_Immobilie_fuer_Handwerker__Kuenstler__Grossfamilien___Maxen","01809","34144791"
,"true",,,"1995",,,"true",,,"155000",,"true","true","650",,"einfamilienhaus",,"etagenheizung",,,"nein",,"2017","12","privat","120","4","750811323","Einfamilienhaus_mit_Garten_und_Dopplgrage","04565","32526655"
,"true",,,"1938","true",,"true","true",,"180000","true","true","true",,,"einfamilienhaus",,"zentralheizung","true",,"ja",,"2017","11","gewerblich","100","6","514256862","Kleines_Haus_und_grosses_Grundstueck_in_absoluter_Alleinlage","01328","36056771"
"true",,,,"1910",,,,,,"79700",,"true",,"6066",,"bauernhaus",,"ofenheizung",,,"nein",,,,"gewerblich","160","4","746154835","Vierseitenhof_bei_Kamenz","01920","33102988"
,,"true",,"1931",,,"true",,"true","338500","true","true","true","634",,"mehrfamilienhaus",,"oelheizung","true",,"nein","true","2018","1","gewerblich","160","8","746328840","Modernisiertes_freistehendes_Stadthaus_+_2_Garagen_+_Stellplaetze","52134","4580907"
,,"true",,"1979",,,,,,"439000",,"true","true","800",,"mehrfamilienhaus",,,,,"ja","true",,,"gewerblich","160","8","717529446","Traumhaftes_Zweifamilienhaus:__Schoener_wohnen_fuer...","59379","31464866"
,"true","true",,"1997",,,"true","true",,"270000","true","true","true","261",,"reihenhaus",,"gasheizung","true",,"ja","true",,,"gewerblich","160","6","752697483","Das_Reiheneckhaus_als_2_Familienhaus_mit_2_Garagen_und_Keller","33175","19568465"
,,"true",,"1976","true",,"true","true",,"265000","true","true","true","758",,"einfamilienhaus",,"oelheizung",,,"nein","true","2018","4","privat","140","6","748149251","Haus_zu_verkaufen","91349","21419271"
,"true",,,,"true",,,"true",,"325000","true","true","true","850",,"einfamilienhaus",,,,"true","nein","true","2017","11","privat","160","8","755708844","Grosses_Haus_im_Raum_Maxhuette_fuer_handwerklich_Begabte","93142","17593933"
,"true","true",,"1961","true",,"true","true",,"880","true","true","true",,"true","einfamilienhaus",,"zentralheizung","true","true",,"true","2017","12","privat","160","8","744489045","Schoenes_Haus__Suedhanglage__Garage__Garten__Gartenteich","91235","16655911"
,"true",,,"2011",,,"true",,,"167000","true",,,"400",,"einfamilienhaus",,"etagenheizung","true",,"nein","true",,,"gewerblich","120","5","742328083","*PROVISIONSFREI*_Schoenes_Niedrigenergiehaus__sofort...","95482","51085941"
,"true",,,"1972",,,"true",,,"820000","true","true",,"1027",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","10","583652855","Traumhaftes_Einfamilienhaus_mit_viel_Platz_in...","90596","37763602"
,"true","true",,"2000",,,"true",,"true","820000","true","true",,"764",,"villa",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","9","692127193","Stil_und_Flair_in_perfekter_Lage_mit_Aussicht!","97320","37815664"
"true","true",,,"1900","true","true","true",,,"359000",,"true","true","900",,"mehrfamilienhaus",,"etagenheizung","true",,"nein",,"2017","11","privat","160","15","755297810","Schoenes_Mehrfamilienhaus_mit_7_Garagen__Lager_und_Garten","08058","25653491"
,,,,"1896","true",,,,,"170000",,,,"570",,"mehrfamilienhaus",,"gasheizung","true",,"ja",,,,"gewerblich","160","11","641003981","Komplett_saniertes_Wohnhaus_mit_3_Wohneinheiten!","09385","13880026"
,"true",,,"2007",,,"true",,,"371999",,"true","true","990",,"einfamilienhaus",,"zentralheizung",,,"nein","true",,,"gewerblich","160","5","751797539","modernes_Haus_zwischen_Pirna_und_der_Festung...","01796","44624262"
,"true",,,"2010",,,"true",,,"359000","true","true","true","1000.00",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","5.0","760133949","Attraktives_Stadthaus_mit_Doppelgarage","08412","42512395"
,,"true",,"1969",,,,,,"598000",,"true","true","1245.00",,"mehrfamilienhaus",,,"true",,"ja",,,,"gewerblich","160","10.0","693063088","RE/MAX___Mehrfamilienhaus_Studenten_Selbstnutzer_...","47533","39905138"
,,,,"1950",,,,"true",,"329000",,"true","true","692.00",,"mehrfamilienhaus",,,"true",,"ja",,,,"gewerblich","160","11.0","717826874","RE/MAX___Dreifamilienhaus_oder_grosse_Stadtvilla_mit...","47533","39905138"
,,,,"1938",,,,"true",,"249000",,"true","true","738.00",,"einfamilienhaus",,,"true",,"ja",,,,"gewerblich","160","10.0","563332307","RE/MAX___Mehrgenerationenhaus_mit_Anliegerwohnung_!_!_!","47589","39905156"
"true","true","true",,"2006",,,"true",,,"295000","true","true","true","1205",,"mehrfamilienhaus",,"oelheizung","true",,"ja","true","2018","1","gewerblich","160","14","747518287","6__Familienhaus.Rendite/Wohnen_Geldanlage","32602","12928826"
,"true","true",,,"true",,"true","true",,"149000","true","true","true","887",,"einfamilienhaus",,"oelheizung","true",,,"true","2017","10","privat","160","11","737379487","Zweigenerationenhaus_Familienhaus_in_Wuelfte","59929","26200662"
,"true",,,"1991","true",,"true","true",,"320000","true","true","true","191",,"einfamilienhaus",,"oelheizung",,,"nein","true","2018","3","privat","140","6","754557043","junges_wohnen","90587","23065165"
,"true","true","true","2013","true",,"true","true",,"365000","true","true",,"670",,"einfamilienhaus",,"fussbodenheizung",,"true","nein","true","2017","11","privat","120","7","727507555","Bungalow_/_Haus_/_Grundstueck_/_Roding_OT","93426","7814852"
,"true","true",,"1986","true",,"true","true",,"1","true","true","true",,,"mehrfamilienhaus",,"oelheizung","true","true",,"true","2018",,"privat","160","6","757175143","Freistehendes_Haus_mit_Arztpraxis_im_Untergeschoss","90602","6702215"
,"true",,,"2013","true",,"true","true",,"329000","true","true","true","487",,"doppelhaushaelfte",,"fussbodenheizung","true",,"nein","true","2017","9","privat","120","4","724428629","VON_PRIVAT_Einfamilienhaus_in_ruhiger_und_idyllisch._Feldrandlage","63776","25002803"
,"true","true",,"1975","true",,"true","true","true","350000","true","true",,"1050",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","5","743841926","Traumhaftes_Einfamilienwohnhaus","97461","12257105"
,"true",,,"1889","true",,,"true",,"139000",,"true","true","831",,"mehrfamilienhaus",,"zentralheizung","true",,"nein",,,,"privat","160","12","665159429","Mehrfamilienhaus_mit_grossem_Garten__Brunnen__Kachelofen__EBK__etc","08064","30296122"
,,"true",,"2017",,,,,,"880000","true","true","true","1169",,"einfamilienhaus",,,,,"ja",,,,"gewerblich","160","8","646992205","Waldrandlage__Traumgrundstueck_in_DD_Pappritz_mit...","01328","9072480"
,"true","true",,"1994",,,"true",,"true","360000","true","true","true","694",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","7","666739265","Modernes_Landidyll_mit_Platz_fuer_wohnen_+_arbeiten","09247","50828683"
,,,,"1908",,,,,,"198900",,"true",,"443.00",,"mehrfamilienhaus",,,"true",,"ja",,,,"gewerblich","160","9.0","678489778","RE/MAX___RESERVIERT!!!!!!!","47533","39905155"
,,,,"2006",,,,,,"478000",,"true","true","658",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","6","571166270","RE/MAX___Hochwertiges_Einfamilienhaus_Kleve/Reichswald...","47533","39905143"
,,"true",,"1996",,,,"true",,"358000",,"true","true","578.00",,"einfamilienhaus",,,,,"ja",,,,"gewerblich","160","5.0","480938498","RE/MAX___Top_gepflegtes_Einfamilienhaus_in_bester_Lage...","47533","39905143"
,"true","true",,"1900","true",,"true",,,"180000","true","true",,"400",,"einfamilienhaus",,"ofenheizung","true",,"nein","true","2017","11","privat","160","4","754477349","Muehldorf_Alleinstehendes_Haus_400qm","84453","17846076"
,"true","true",,"1966","true",,,"true",,"255000","true","true","true","1021",,"einfamilienhaus",,"oelheizung","true","true","ja","true","2017","11","gewerblich","160","8","752951306","Einfamilienhaus_in_Mallersdorf_Pfaffenberg","84066","48674684"
,"true",,,"2016","true",,"true","true",,"280000","true","true","true","550",,"doppelhaushaelfte",,"gasheizung",,,"nein","true","2017","10","gewerblich","140","4","734323287","DHH_Einfamilienhaus_wie_neu___2_Baeder____Bezugsfrei_01.01.2018","95478","14582670"
,"true",,,"1970","true",,,,,"305000","true","true","true","891",,"einfamilienhaus",,"oelheizung","true",,"ja","true",,,"gewerblich","160","5","752329812","Freistehendes_Einfamilienhaus_in_Coburg_Cortendorf","96450","34743729"
,"true","true",,"1935",,,"true",,,"650000","true","true","true","3870",,"villa",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","12","692713627","Gepflegte__elegante_Stadtvilla_mit_herrlichem...","95145","38269126"
,"true",,,"1910","true",,"true","true",,"250000",,"true","true","1500",,"mehrfamilienhaus",,"zentralheizung","true","true","nein","true","2017","12","privat","160","12","752343706","Schoenes_Mehrfamilienhaus_in_Freiberg","09130","11833601"
"true","true",,,"1970","true",,"true","true",,"130000",,,"true","200",,"mehrfamilienhaus",,"gasheizung","true",,"nein",,"2018","1","privat","160","11","740288773","3_Familienhaus","08371","4985392"
,"true",,"true",,"true",,"true","true",,"170000",,"true","true","1700.00",,"einfamilienhaus",,"gasheizung",,"true","nein","true","2018","6","privat","160","4.0","744109116","Einfamilienhaus__zum_Kauf__fuer_Familie_geeignet","04838","45178759"
,"true",,,"1998",,,,,,"395000","true","true","true","303",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","7","729538177","Wunderschoenes_Eigenheim_im_Schoenfelder_Hochland","01328","42355732"
,"true",,,"1996",,,"true",,"true","599000","true","true","true","1450",,"einfamilienhaus",,"fussbodenheizung","true",,"ja","true",,,"gewerblich","160","9","626960785","Traumhaus_in_einmaliger_Lage!","09557","42402685"
,,,,"1870",,,,,,"25000",,,"true","1560",,"mehrfamilienhaus",,,,,"nein",,,,"gewerblich","160","8","733406130","Machen_Sie_was_draus_und_bauen_vielleicht_Neu?!","09661","50828683"
,,,,"1968",,,,,,"179000",,"true","true","183.00",,"doppelhaushaelfte",,,"true",,"ja",,,,"gewerblich","160","5.0","751519572","RE/MAX___Zentral_gelegene_Doppelhaushaelfte_mit_Garage...","47533","39905138"
,,,,"1816",,,,"true",,"649000",,"true","true","17500.00",,"einfamilienhaus",,,,,"ja",,,,"gewerblich","160","7.0","685729841","RE/MAX___Idyllischer_Niederrheinischer_Hof_in...","47546","39905138"
,"true","true",,"1981",,,"true",,"true","289000","true","true","true","360",,"mehrfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","7","729077772","Familienhaus_mit_viel_Potential_im_schoenen_Voerde.","46562","42232450"
,"true","true",,"2014",,,"true","true",,"399000","true","true",,"405",,"einfamilienhaus",,"fussbodenheizung",,"true","nein","true","2018","1","privat","120","5","756462177","Einfamilienhaus_in_einem_sehr_beliebten_Stadtteil_von_Senden","89250","11853066"
,"true",,,"2017","true",,"true","true",,"710","true","true",,"800",,"einfamilienhaus",,"fussbodenheizung",,,"nein","true","2018","11","gewerblich","120","4","758211297","Zeitlose__Moderne_Stadtvilla","95336","47622664"
"true","true","true",,"1958","true",,"true","true",,"318000","true","true","true","387",,"einfamilienhaus",,"elektroheizung","true","true","ja","true","2018","8","gewerblich","160","7","712535023","Genuegend_Platz_fuer_ihre_Familie","92637","49796332"
,"true",,,,,,"true",,,"545900","true","true","true","415",,"einfamilienhaus",,"andere","true",,"ja","true",,,"gewerblich","160","6","753512005","Exclusives_Einfamilienhaus___Neubau","91093","45016086"
,,"true",,"1907",,,"true",,,"795000","true","true","true","857",,"mehrfamilienhaus",,"zentralheizung","true",,"ja","true","2017",,"gewerblich","160","8","753397080","REH_und_RMH__857_m²_Grund_4_Garagen__83539_Pfaffing..","83539","23167877"
"true",,,,"1710",,,,"true",,"135000",,"true",,"1700",,"mehrfamilienhaus",,"zentralheizung","true","true","nein",,,,"gewerblich","160","14","593757785","Sichere_Kapitalanlage_in_Eibenstock_mit...","08309","28612528"
"true",,,,"1904","true",,,,,"214000",,,"true","390",,"mehrfamilienhaus",,"gasheizung","true",,"nein",,"2017","10","privat","160","13","736026895","Schoen__saniertes___vermietetes__Mehrfamilienhaus___BJ_1904","08223","11424456"
,"true",,,"1928",,,"true",,,"98000","true","true","true","890",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","5","583706334","Sofort_rein_ins_Eigenheim!","02779","44624262"
,,,,"1960",,,,,,"380000",,"true","true","1670",,"mehrfamilienhaus",,"zentralheizung","true",,"nein",,,,"gewerblich","160","20","678678685","Mehrfamilienhaus_in_Doebeln_zu_verkaufen","04720","48567374"
,,"true",,"1959",,,,"true",,"238000",,"true","true","786",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","140","6","746413457","RE/MAX___Grosszuegiges__freistehendes_Ein__bis...","47533","39905143"
,"true","true",,"1974",,,,,,"235000",,"true","true","475",,"doppelhaushaelfte",,"zentralheizung","true",,"ja","true",,,"gewerblich","140","5","755801549","***Doppelhaushaelfte_sucht_neue_Eigentuemer***","33729","42129081"
